product_id,product_name,category,sub_category,price,cost,brand,stock_quantity,supplier_id
PROD0304,Look,Electronics,High,24961.45,16317.46,"Reynolds, Dunlap and Brown",314,SUP038
PROD0305,Ten,Books,Southern,877.06,591.24,Castillo PLC,481,SUP014
PROD0306,Blood,Clothing,None,4989.85,4059.49,Paul LLC,275,SUP027
PROD0307,Candidate,Books,Available,1008.89,705.58,Pena-Hall,102,SUP020
PROD0308,Control,Electronics,Discussion,48481.74,37440.39,Maynard Ltd,384,SUP033
PROD0309,Fast,Clothing,At,998.73,667.18,"Johnson, Smith and Burns",159,SUP003
PROD0310,Make,Sports,Against,3130.03,2554.75,Webb-Wilson,19,SUP003
PROD0311,Former,Home & Kitchen,Account,3826.29,3174.98,"Cruz, Hunter and Meza",13,SUP050
PROD0312,Allow,Sports,Cost,4646.97,3837.65,Haynes Ltd,40,SUP038
PROD0313,White,Sports,Each,5523.76,4054.58,Morris and Sons,77,SUP011
PROD0314,Real,Books,Player,874.82,534.52,Hernandez Inc,121,SUP001
PROD0315,Every,Clothing,Speak,4073.14,2484.65,"Barber, Logan and Wilkins",34,SUP039
PROD0316,Seven,Books,Fish,1847.52,1344.52,Quinn Ltd,221,SUP017
PROD0317,Develop,Beauty,According,7738.25,6108.37,Gray Group,192,SUP031
PROD0318,Heart,Electronics,Yet,30237.58,18282.0,Weber PLC,283,SUP029
PROD0319,Side,Sports,Person,8173.48,6273.96,"Gregory, Harris and Stevens",311,SUP021
PROD0320,Bring,Sports,Weight,10257.81,8536.01,Cross Ltd,351,SUP041
PROD0321,Woman,Books,Including,683.32,512.43,Simpson-Duarte,250,SUP015
PROD0322,Everybody,Electronics,Every,45122.37,27316.94,Wallace-Rivers,200,SUP047
PROD0323,There,Clothing,Institution,2204.11,1756.29,"Rogers, Webb and Martinez",402,SUP036
PROD0324,Culture,Beauty,National,3589.96,3025.7,Bowers PLC,271,SUP033
PROD0325,Him,Clothing,Front,3060.95,2293.26,Wright Inc,355,SUP034
PROD0326,Matter,Sports,Blood,8662.86,5674.62,Campbell-Carter,84,SUP011
PROD0327,Then,Books,Free,1950.29,1292.62,Mooney Group,381,SUP027
PROD0328,Glass,Home & Kitchen,White,4522.16,3598.23,"Stewart, Patel and Reyes",317,SUP003
PROD0329,Serve,Electronics,Seem,46209.06,34365.88,Anderson-Figueroa,245,SUP047
PROD0330,Break,Beauty,Crime,5153.59,4009.48,Cisneros LLC,49,SUP033
PROD0331,Try,Books,Southern,962.12,582.06,Johnson and Sons,142,SUP047
PROD0332,Keep,Beauty,Town,4916.86,2957.85,Gutierrez Inc,103,SUP006
PROD0333,City,Electronics,Themselves,47924.76,31617.32,Coleman PLC,395,SUP035
PROD0334,Left,Sports,Difference,5421.26,3727.06,Ray Group,174,SUP030
PROD0335,Conference,Books,Although,1823.48,1203.86,Snyder-Campbell,150,SUP025
PROD0336,Pm,Clothing,Point,915.5,722.34,"Barnett, Hernandez and Baker",12,SUP035
PROD0337,Natural,Electronics,Important,41388.97,31864.14,Jacobson Group,372,SUP041
PROD0338,Evidence,Sports,Put,5701.13,4718.1,"Anderson, Miller and Black",376,SUP014
PROD0339,Well,Clothing,Everything,576.39,399.24,Booth Group,395,SUP015
PROD0340,Garden,Electronics,Big,7054.92,5570.32,Price-Brown,176,SUP009
PROD0341,Treatment,Home & Kitchen,Fact,4121.36,3345.84,Jones Group,422,SUP028
PROD0342,Attack,Beauty,Season,2977.46,1948.33,"Meyer, Rojas and Murillo",458,SUP008
PROD0343,Later,Beauty,Nice,6783.69,5535.48,"Lozano, Owen and Glover",27,SUP026
PROD0344,Change,Home & Kitchen,Maybe,5872.94,3974.54,Miller LLC,131,SUP004
PROD0345,Power,Electronics,Season,14496.16,10398.32,"Key, Graham and Chang",70,SUP018
PROD0346,Bar,Beauty,Down,1401.73,944.15,Osborne-Bailey,237,SUP021
PROD0347,Modern,Home & Kitchen,Attack,14897.77,11770.06,"Moss, Lopez and Wheeler",76,SUP023
PROD0348,Special,Home & Kitchen,Film,13491.49,8400.03,Bernard-Reyes,223,SUP010
PROD0349,Rise,Electronics,Race,44628.5,32098.89,Henry-Smith,397,SUP020
PROD0350,Congress,Clothing,Suddenly,3095.53,2319.94,Gonzalez Ltd,488,SUP041
PROD0351,Occur,Beauty,Maintain,930.24,599.21,Holder-Aguilar,348,SUP037
PROD0352,White,Books,Father,1251.31,870.95,Fischer Ltd,153,SUP048
PROD0353,Participant,Clothing,Prepare,4204.33,3186.67,Silva-Watson,486,SUP017
PROD0354,Event,Sports,Reveal,4429.81,3500.71,Moore-Carroll,496,SUP017
PROD0355,Serious,Clothing,Himself,707.01,494.68,"Reed, Preston and Austin",168,SUP005
PROD0356,Affect,Clothing,How,2682.73,2214.21,Clark Ltd,118,SUP005
PROD0357,Laugh,Sports,Answer,5053.05,4291.91,Rodriguez LLC,476,SUP006
PROD0358,Game,Clothing,Third,2263.03,1403.55,Odom-Holloway,195,SUP019
PROD0359,The,Home & Kitchen,Morning,6866.53,5211.96,"Young, White and Wood",222,SUP050
PROD0360,Describe,Sports,Once,6688.62,4889.21,Mccormick-Lopez,492,SUP022
PROD0361,Treat,Home & Kitchen,Hard,4763.46,3844.4,Morgan Group,221,SUP045
PROD0362,Stock,Home & Kitchen,Think,1008.76,781.57,Hobbs-Cooper,442,SUP037
PROD0363,Exactly,Clothing,Nor,3824.8,3043.94,Liu and Sons,133,SUP019
PROD0364,Level,Books,Concern,469.03,373.3,Booker PLC,41,SUP008
PROD0365,Over,Books,Far,1732.47,1342.65,Castillo-Miller,288,SUP009
PROD0366,Carry,Sports,Usually,977.08,786.63,"Reyes, Henry and Fisher",480,SUP033
PROD0367,Difference,Electronics,Career,36743.08,26482.48,"Anderson, Holloway and Hernandez",482,SUP030
PROD0368,Case,Clothing,Specific,4605.39,3803.18,Sandoval-Welch,387,SUP014
PROD0369,Myself,Sports,Carry,4685.51,3951.3,Patterson PLC,221,SUP017
PROD0370,Small,Electronics,High,17642.43,13214.94,Martinez-Murphy,452,SUP022
PROD0371,Station,Home & Kitchen,Now,14900.19,11873.65,Martinez LLC,331,SUP035
PROD0372,Month,Books,Wide,242.82,192.15,Adams-Flores,207,SUP049
PROD0373,Cultural,Books,Alone,204.21,147.23,Harrison-Crawford,460,SUP008
PROD0374,Moment,Books,Become,300.45,230.01,Trujillo LLC,238,SUP042
PROD0375,Rise,Books,Or,330.42,232.32,Moore Inc,295,SUP005
PROD0376,Create,Sports,Paper,7412.87,6072.84,"Travis, Myers and Werner",364,SUP021
PROD0377,Factor,Books,Rest,976.79,758.22,"Duran, White and Steele",185,SUP003
PROD0378,Area,Home & Kitchen,Decision,7351.02,4733.78,King-Lynch,148,SUP008
PROD0379,Interesting,Sports,Because,10931.85,8363.86,Choi-Daugherty,157,SUP027
PROD0380,Various,Beauty,How,4188.21,2967.87,Watson-Hernandez,281,SUP034
PROD0381,Read,Sports,Walk,4171.77,2949.3,Perkins-Mercer,452,SUP042
PROD0382,Own,Beauty,Story,7698.08,5651.7,James-Herrera,16,SUP029
PROD0383,Just,Beauty,Language,3412.82,2894.36,Fry LLC,404,SUP038
PROD0384,Thus,Books,Several,1006.8,756.46,"Gibson, Moore and Carter",396,SUP012
PROD0385,Various,Electronics,Allow,7675.97,6412.33,"Gibson, Sullivan and Adams",409,SUP016
PROD0386,Including,Home & Kitchen,Herself,14670.31,9150.6,"Clark, Smith and Chen",229,SUP042
PROD0387,Kitchen,Books,Listen,1564.52,1159.57,"Neal, Duran and Ortiz",174,SUP012
PROD0388,Last,Books,Major,1335.5,921.98,Ortiz-Sandoval,486,SUP015
PROD0389,Live,Electronics,Act,26003.38,20395.63,Murray-Smith,458,SUP027
PROD0390,Soldier,Clothing,Even,2197.08,1595.74,Velazquez Group,66,SUP006
PROD0391,And,Home & Kitchen,Family,1733.28,1181.34,Paul-Li,110,SUP032
PROD0392,Place,Home & Kitchen,Ball,2677.87,1931.43,Smith-Anderson,167,SUP004
PROD0393,Gas,Books,Republican,1530.57,1240.26,Baker LLC,85,SUP001
PROD0394,Buy,Sports,Top,1043.12,830.17,"Richardson, Mejia and Whitaker",41,SUP029
PROD0395,Born,Beauty,My,7850.12,5456.04,"Cruz, Clark and Snyder",320,SUP019
PROD0396,Paper,Clothing,Edge,2950.38,1794.9,"Perez, Henry and Page",94,SUP013
PROD0397,Company,Beauty,Whatever,742.74,562.22,Smith Group,437,SUP030
PROD0398,Apply,Home & Kitchen,Buy,13925.04,8789.88,Lara-Elliott,454,SUP033
PROD0399,Without,Clothing,Establish,1429.94,1174.04,Harris-Livingston,339,SUP004
PROD0400,Wall,Beauty,Soon,2517.47,1773.01,Williams Ltd,325,SUP025
PROD0401,Despite,Electronics,Any,40846.65,24599.94,Erickson-Ramirez,332,SUP012
PROD0402,Card,Home & Kitchen,Low,11189.29,9038.22,Foley Inc,75,SUP039
PROD0403,Around,Clothing,Personal,2799.12,2132.21,"Patton, Cole and Miller",286,SUP020
PROD0404,State,Sports,Imagine,607.53,381.92,"Bailey, Bradshaw and Higgins",70,SUP001
PROD0405,His,Sports,Rest,2578.57,2178.41,"Brown, Hoover and Jordan",175,SUP035
PROD0406,Write,Home & Kitchen,Fear,13775.76,8692.47,Johnson-Wagner,60,SUP036
PROD0407,Local,Electronics,Mission,20868.03,13418.72,Barrett-Smith,95,SUP001
PROD0408,Center,Home & Kitchen,Number,4906.05,3449.59,"Small, Johnson and Schneider",46,SUP032
PROD0409,Represent,Clothing,So,4564.33,3046.67,Roy-Wallace,411,SUP044
PROD0410,Information,Books,Network,724.34,436.94,Murphy-Chapman,440,SUP002
PROD0411,Loss,Electronics,Decade,30415.13,19154.28,Allen-Singh,211,SUP006
PROD0412,Story,Home & Kitchen,Home,10696.81,6694.0,"Collins, Howard and Boyd",27,SUP004
PROD0413,Food,Home & Kitchen,Improve,6394.75,3903.42,Payne Ltd,249,SUP031
PROD0414,Home,Beauty,Information,4614.28,3144.07,Miller-Perez,395,SUP030
PROD0415,Say,Books,Black,1353.12,1070.7,"Adams, Payne and Wallace",487,SUP001
PROD0416,Federal,Sports,Itself,5951.89,4608.8,Taylor-Coleman,361,SUP021
PROD0417,Find,Home & Kitchen,My,14649.24,11079.38,Miles-Pierce,477,SUP010
PROD0418,Each,Sports,Give,7012.53,5897.28,Lutz-Randolph,263,SUP030
PROD0419,Analysis,Home & Kitchen,White,9545.51,7373.2,Andrade-Blanchard,475,SUP011
PROD0420,Student,Beauty,You,4182.31,2660.85,Morales and Sons,378,SUP039
PROD0421,Win,Clothing,Almost,3109.97,2015.13,Jackson Inc,126,SUP034
PROD0422,Show,Electronics,Somebody,41771.06,34761.74,Simpson PLC,434,SUP009
PROD0423,Bit,Beauty,Economic,5774.52,4587.25,Benson-Allison,262,SUP021
PROD0424,Each,Electronics,Reason,32009.45,23314.55,Carson LLC,15,SUP016
PROD0425,Everybody,Home & Kitchen,He,14338.3,11293.33,"Lowe, Williams and Bennett",254,SUP017
PROD0426,Have,Clothing,Event,3051.35,1843.21,Fields PLC,238,SUP009
PROD0427,Necessary,Books,Address,360.58,262.51,"Wilson, Huffman and Coleman",380,SUP007
PROD0428,Foot,Beauty,Hear,3994.04,2790.31,"Horton, Butler and Woods",286,SUP032
PROD0429,Nice,Sports,Nice,6701.82,4626.18,Smith-Brown,257,SUP019
PROD0430,Nothing,Electronics,Would,15540.96,11873.64,Townsend LLC,259,SUP012
PROD0431,Stop,Clothing,Very,2141.1,1324.73,"Wright, Kerr and Smith",236,SUP002
PROD0432,Morning,Sports,Travel,1682.89,1288.89,Yang-Edwards,473,SUP006
PROD0433,Any,Home & Kitchen,Soon,6744.41,4921.66,"Bolton, Cole and Jimenez",121,SUP027
PROD0434,Bed,Books,Hundred,1589.2,1164.85,"Simmons, Shannon and Ray",459,SUP023
PROD0435,Perhaps,Home & Kitchen,Around,2582.25,2158.94,Mccall-Lozano,97,SUP045
PROD0436,Knowledge,Electronics,Subject,41665.74,29066.53,Kelly LLC,179,SUP015
PROD0437,Build,Books,Nearly,1719.73,1351.18,White-Jordan,338,SUP038
PROD0438,Sell,Clothing,Along,3311.83,2174.48,"Ray, Hayden and Martinez",388,SUP048
PROD0439,Science,Beauty,Begin,3488.05,2590.24,Hooper-Smith,313,SUP010
PROD0440,Again,Electronics,Wish,24058.82,19161.13,Wong Inc,49,SUP038
PROD0441,Media,Books,Animal,1411.19,1040.38,Patel-Hernandez,118,SUP027
PROD0442,Collection,Beauty,So,1408.78,1152.6,"Pugh, Adams and Smith",319,SUP010
PROD0443,Health,Home & Kitchen,Program,10663.08,6645.37,Brown-Burch,55,SUP050
PROD0444,Last,Sports,Me,4498.23,2780.74,Fowler and Sons,197,SUP001
PROD0445,Teacher,Sports,Into,5651.96,4390.94,"Cooper, Ochoa and Walker",301,SUP042
PROD0446,Let,Home & Kitchen,Theory,10102.36,8292.16,"Hancock, Williams and Kelley",426,SUP046
PROD0447,Data,Books,Time,1972.62,1458.36,King-Mcintyre,173,SUP009
PROD0448,Firm,Clothing,Center,2895.53,2298.27,Massey-Bush,243,SUP022
PROD0449,Along,Beauty,Article,4807.32,3242.76,Crosby Group,95,SUP039
PROD0450,Consumer,Beauty,Partner,5212.97,3973.15,"Perry, Gregory and Chapman",318,SUP038
PROD0451,Ground,Clothing,Age,3551.89,2884.66,"Moody, Johnson and Frye",437,SUP005
PROD0452,Own,Electronics,While,21329.73,13232.25,Moore Ltd,216,SUP048
PROD0453,Card,Beauty,Analysis,1062.53,660.46,Kelly-Bishop,123,SUP023
PROD0454,Born,Beauty,Partner,472.76,390.54,Hernandez-Campbell,361,SUP011
PROD0455,Moment,Electronics,Majority,29071.14,22365.17,Carter LLC,261,SUP023
PROD0456,Agreement,Sports,Particular,3979.64,2845.05,Willis Inc,170,SUP026
PROD0457,Letter,Beauty,Quality,5256.28,4060.39,Mahoney PLC,260,SUP045
PROD0458,Material,Home & Kitchen,Nor,9577.63,7936.29,Myers Group,335,SUP011
PROD0459,Join,Books,Necessary,694.33,492.39,"Cochran, Alvarez and Chapman",488,SUP038
PROD0460,Tax,Books,Born,1546.56,934.64,Maldonado-Ruiz,275,SUP041
PROD0461,Add,Electronics,Condition,32169.77,21228.17,"Smith, Cooper and Miller",177,SUP003
PROD0462,Remain,Beauty,Organization,1958.15,1284.31,Santiago and Sons,77,SUP005
PROD0463,Staff,Beauty,Else,4501.51,2741.48,"Morgan, Patterson and Hill",450,SUP011
PROD0464,Reduce,Books,Community,1822.72,1463.63,Kennedy-Parks,348,SUP008
PROD0465,Series,Beauty,This,5087.15,3239.91,Lang LLC,167,SUP030
PROD0466,Bed,Beauty,Rise,1346.62,1101.5,Johnson-Gordon,409,SUP024
PROD0467,Player,Electronics,Send,47831.44,32343.18,Graham PLC,263,SUP040
PROD0468,Effort,Books,Room,554.48,442.25,Perez-Bolton,495,SUP021
PROD0469,Trouble,Beauty,Sport,5182.95,4175.48,"Dominguez, Kennedy and Green",197,SUP039
PROD0470,Event,Home & Kitchen,Color,12558.32,10189.56,Rowland-Graham,359,SUP008
PROD0471,Attorney,Beauty,Government,7026.04,5633.26,Frey LLC,138,SUP015
PROD0472,Coach,Sports,Official,5314.57,3589.98,"Reyes, Alexander and Schroeder",292,SUP016
PROD0473,Reflect,Books,Apply,1868.86,1163.18,"Murray, Cummings and Stewart",156,SUP011
PROD0474,Be,Home & Kitchen,Job,4574.74,2953.16,Williams-Nash,60,SUP047
PROD0475,Note,Beauty,Live,378.23,244.23,"Hill, Dickerson and Russell",263,SUP025
PROD0476,Likely,Home & Kitchen,Sport,4378.81,2868.46,"Bond, Shelton and Myers",115,SUP048
PROD0477,Sign,Home & Kitchen,Third,3557.24,2514.98,Garcia Inc,485,SUP028
PROD0478,Tough,Clothing,Nation,3708.46,3114.09,Strickland and Sons,28,SUP018
PROD0479,Either,Books,Return,1403.85,882.63,Poole Inc,38,SUP026
PROD0480,Candidate,Books,Participant,1360.25,849.79,Vance-Weaver,284,SUP049
PROD0481,Carry,Clothing,Detail,3664.99,2900.28,"Harris, Hahn and Bonilla",406,SUP050
PROD0482,Light,Clothing,Everybody,1596.11,1245.2,Dixon-Watkins,443,SUP019
PROD0483,State,Sports,Vote,3772.5,2780.04,Austin Ltd,249,SUP045
PROD0484,How,Clothing,Policy,1801.03,1154.91,"Diaz, Cooper and Powers",474,SUP034
PROD0485,Yes,Clothing,Cell,1302.63,873.24,"Knapp, Ellis and Scott",314,SUP010
PROD0486,Trouble,Sports,Stop,7662.23,5499.64,"Velazquez, Schultz and Palmer",453,SUP011
PROD0487,Loss,Books,By,571.68,351.5,Baldwin Inc,225,SUP043
PROD0488,Item,Sports,Nothing,7172.46,4348.59,Garcia-Garcia,232,SUP007
PROD0489,Color,Books,Gun,295.95,201.02,"Garcia, Alvarado and Watson",207,SUP039
PROD0490,Visit,Sports,Involve,10396.85,8687.61,"Thompson, Casey and Lopez",121,SUP019
PROD0491,Voice,Electronics,Force,36399.77,24803.49,Harris and Sons,364,SUP022
PROD0492,Federal,Sports,Research,9577.16,5973.36,Wilkins Group,168,SUP015
PROD0493,Analysis,Beauty,Century,5494.52,3847.18,Silva LLC,138,SUP029
PROD0494,City,Electronics,Continue,35093.74,25255.97,Rivera-Cain,184,SUP026
PROD0495,North,Electronics,Fear,16405.32,11387.23,Choi and Sons,243,SUP044
PROD0496,North,Home & Kitchen,Response,8149.44,5420.76,Cook Group,491,SUP009
PROD0497,Turn,Clothing,Usually,4431.44,2805.71,"Smith, Griffith and Price",37,SUP038
PROD0498,Floor,Books,Us,733.07,509.15,Ross-Marquez,105,SUP049
PROD0499,Story,Beauty,Energy,3933.69,2646.53,Cobb Group,310,SUP027
PROD0500,Myself,Sports,Western,11856.54,7680.04,Brown-Lambert,81,SUP025
